BioCycID	Metabolites	B_thuringiensis_70323_A	B_thuringiensis_70323_B	B_thuringiensis_70323_C	B_thuringiensis_70323_D	B_toyonensis_70323_A	B_toyonensis_70323_B	B_toyonensis_70323_C	B_toyonensis_70323_D	B4UZN_Ctrl_70323_A	B4UZN_Ctrl_70323_B	B4UZN_Ctrl_70323_C	B4UZN_Ctrl_70323_D	B4UZN_Ctrl_70323_E	C_flaccumfaciens_70323_A	C_flaccumfaciens_70323_B	C_flaccumfaciens_70323_C	C_flaccumfaciens_70323_D	Microbacterium_70323_A	Microbacterium_70323_B	Microbacterium_70323_C	Microbacterium_70323_D_and_E	R_qingshengii_70323_A	R_qingshengii_70323_C	R_qingshengii_70323_D	Shared_metab_70323_A	Shared_metab_70323_B	Shared_metab_70323_C	Shared_metab_70323_D	Shared_metab_70323_E
 QUINOLIN-21H-ONE	3-Formylindole_HILPos	22.70522888	22.74650867	22.62832988	22.70761582	22.67427698	24.38741735	22.51348948	22.57423632	25.41364853	25.30295688	25.33504874	25.40539955	25.40183718	22.47882128	22.65629249	23.78407705	22.7292107	21.38966893	21.25028534	21.18721136	20.99693134	22.28366941	22.38206182	22.5595358	22.72764513	22.63471561	22.42916917	22.65931573	22.45683872
 CPD-20768	3-Formylindole_HILPos	22.70522888	22.74650867	22.62832988	22.70761582	22.67427698	24.38741735	22.51348948	22.57423632	25.41364853	25.30295688	25.33504874	25.40539955	25.40183718	22.47882128	22.65629249	23.78407705	22.7292107	21.38966893	21.25028534	21.18721136	20.99693134	22.28366941	22.38206182	22.5595358	22.72764513	22.63471561	22.42916917	22.65931573	22.45683872
 QUINOLIN-2-OL	3-Formylindole_HILPos	22.70522888	22.74650867	22.62832988	22.70761582	22.67427698	24.38741735	22.51348948	22.57423632	25.41364853	25.30295688	25.33504874	25.40539955	25.40183718	22.47882128	22.65629249	23.78407705	22.7292107	21.38966893	21.25028534	21.18721136	20.99693134	22.28366941	22.38206182	22.5595358	22.72764513	22.63471561	22.42916917	22.65931573	22.45683872
 CPD-25960	3-Formylindole_HILPos	22.70522888	22.74650867	22.62832988	22.70761582	22.67427698	24.38741735	22.51348948	22.57423632	25.41364853	25.30295688	25.33504874	25.40539955	25.40183718	22.47882128	22.65629249	23.78407705	22.7292107	21.38966893	21.25028534	21.18721136	20.99693134	22.28366941	22.38206182	22.5595358	22.72764513	22.63471561	22.42916917	22.65931573	22.45683872
 CPD-15129	3-Formylindole_HILPos	22.70522888	22.74650867	22.62832988	22.70761582	22.67427698	24.38741735	22.51348948	22.57423632	25.41364853	25.30295688	25.33504874	25.40539955	25.40183718	22.47882128	22.65629249	23.78407705	22.7292107	21.38966893	21.25028534	21.18721136	20.99693134	22.28366941	22.38206182	22.5595358	22.72764513	22.63471561	22.42916917	22.65931573	22.45683872
 ISOQUINOLIN-12H-ONE	3-Formylindole_HILPos	22.70522888	22.74650867	22.62832988	22.70761582	22.67427698	24.38741735	22.51348948	22.57423632	25.41364853	25.30295688	25.33504874	25.40539955	25.40183718	22.47882128	22.65629249	23.78407705	22.7292107	21.38966893	21.25028534	21.18721136	20.99693134	22.28366941	22.38206182	22.5595358	22.72764513	22.63471561	22.42916917	22.65931573	22.45683872
 QUINOLIN-4-OL	3-Formylindole_HILPos	22.70522888	22.74650867	22.62832988	22.70761582	22.67427698	24.38741735	22.51348948	22.57423632	25.41364853	25.30295688	25.33504874	25.40539955	25.40183718	22.47882128	22.65629249	23.78407705	22.7292107	21.38966893	21.25028534	21.18721136	20.99693134	22.28366941	22.38206182	22.5595358	22.72764513	22.63471561	22.42916917	22.65931573	22.45683872
CPD-22823	3-hydroxy-1,2-dimethylpyridin-4(1H)-one_HILPos	24.59177489	24.78478818	24.74710517	24.67586305	24.57410465	24.74230674	24.72594288	24.76318346	24.82774598	24.70128746	24.7988591	24.84203913	24.76578351	24.67518313	24.90585142	24.50788044	24.88452684	24.81540861	24.86009567	24.69709873	24.71850237	24.65808681	24.62581556	24.59406347	24.86827027	24.69703179	24.74740658	24.77922198	24.71226372
 CPD0-1467	3-hydroxy-1,2-dimethylpyridin-4(1H)-one_HILPos	24.59177489	24.78478818	24.74710517	24.67586305	24.57410465	24.74230674	24.72594288	24.76318346	24.82774598	24.70128746	24.7988591	24.84203913	24.76578351	24.67518313	24.90585142	24.50788044	24.88452684	24.81540861	24.86009567	24.69709873	24.71850237	24.65808681	24.62581556	24.59406347	24.86827027	24.69703179	24.74740658	24.77922198	24.71226372
 CPD-13906	3-hydroxy-1,2-dimethylpyridin-4(1H)-one_HILPos	24.59177489	24.78478818	24.74710517	24.67586305	24.57410465	24.74230674	24.72594288	24.76318346	24.82774598	24.70128746	24.7988591	24.84203913	24.76578351	24.67518313	24.90585142	24.50788044	24.88452684	24.81540861	24.86009567	24.69709873	24.71850237	24.65808681	24.62581556	24.59406347	24.86827027	24.69703179	24.74740658	24.77922198	24.71226372
CPD0-1652	3-Methylpyrazole_HILPos	24.56677315	23.9636841	24.75385243	24.76445034	24.58430926	24.77239764	24.63089934	24.74411942	24.71333693	24.6854419	24.78489808	24.71574598	24.73888552	24.62925672	24.84705068	24.30296411	24.65908331	24.78762248	24.8011846	24.96103282	24.96552629	24.70124366	24.50843118	24.71326592	24.66454687	24.62689334	24.78283064	24.64426019	24.48289251
 CPD-11021	3-Methylpyrazole_HILPos	24.56677315	23.9636841	24.75385243	24.76445034	24.58430926	24.77239764	24.63089934	24.74411942	24.71333693	24.6854419	24.78489808	24.71574598	24.73888552	24.62925672	24.84705068	24.30296411	24.65908331	24.78762248	24.8011846	24.96103282	24.96552629	24.70124366	24.50843118	24.71326592	24.66454687	24.62689334	24.78283064	24.64426019	24.48289251
CPD-18995	3-Octanol_HILPos	24.64919422	24.1129557	23.72343547	23.61175026	25.97708571	29.5710953	24.16679368	24.0216128	24.23336777	24.08526128	24.23890864	24.2853097	24.1587954	23.50497774	23.25393177	22.92379295	22.57339706	24.8953355	24.88079799	24.83480203	24.81721955	21.25316619	21.54131488	21.54112919	24.38020504	24.13253973	23.9297588	23.53166477	23.85268693
 2-ETHYLHEXAN-1-OL	3-Octanol_HILPos	24.64919422	24.1129557	23.72343547	23.61175026	25.97708571	29.5710953	24.16679368	24.0216128	24.23336777	24.08526128	24.23890864	24.2853097	24.1587954	23.50497774	23.25393177	22.92379295	22.57339706	24.8953355	24.88079799	24.83480203	24.81721955	21.25316619	21.54131488	21.54112919	24.38020504	24.13253973	23.9297588	23.53166477	23.85268693
 OCTANOL	3-Octanol_HILPos	24.64919422	24.1129557	23.72343547	23.61175026	25.97708571	29.5710953	24.16679368	24.0216128	24.23336777	24.08526128	24.23890864	24.2853097	24.1587954	23.50497774	23.25393177	22.92379295	22.57339706	24.8953355	24.88079799	24.83480203	24.81721955	21.25316619	21.54131488	21.54112919	24.38020504	24.13253973	23.9297588	23.53166477	23.85268693
CPD-15508	4-Hydroxy-6-methyl-2-pyrone_HILPos	25.1891597	25.34880746	25.38893413	25.15956527	25.07086676	25.36395782	25.23579997	25.4110543	18.70196619	18.00741971	19.15922607	20.1106556	19.58720798	25.20314811	25.35634713	24.82043663	25.4326067	25.42657028	25.35505362	25.34653336	25.24041334	25.15975388	24.98417926	25.30672926	25.25776206	25.28980903	25.18854325	25.26370734	25.08165358
 PYROGALLOL	4-Hydroxy-6-methyl-2-pyrone_HILPos	25.1891597	25.34880746	25.38893413	25.15956527	25.07086676	25.36395782	25.23579997	25.4110543	18.70196619	18.00741971	19.15922607	20.1106556	19.58720798	25.20314811	25.35634713	24.82043663	25.4326067	25.42657028	25.35505362	25.34653336	25.24041334	25.15975388	24.98417926	25.30672926	25.25776206	25.28980903	25.18854325	25.26370734	25.08165358
 CPD-8130	4-Hydroxy-6-methyl-2-pyrone_HILPos	25.1891597	25.34880746	25.38893413	25.15956527	25.07086676	25.36395782	25.23579997	25.4110543	18.70196619	18.00741971	19.15922607	20.1106556	19.58720798	25.20314811	25.35634713	24.82043663	25.4326067	25.42657028	25.35505362	25.34653336	25.24041334	25.15975388	24.98417926	25.30672926	25.25776206	25.28980903	25.18854325	25.26370734	25.08165358
 CPD-11572	4-Hydroxy-6-methyl-2-pyrone_HILPos	25.1891597	25.34880746	25.38893413	25.15956527	25.07086676	25.36395782	25.23579997	25.4110543	18.70196619	18.00741971	19.15922607	20.1106556	19.58720798	25.20314811	25.35634713	24.82043663	25.4326067	25.42657028	25.35505362	25.34653336	25.24041334	25.15975388	24.98417926	25.30672926	25.25776206	25.28980903	25.18854325	25.26370734	25.08165358
 CPD-10205	4-Hydroxy-6-methyl-2-pyrone_HILPos	25.1891597	25.34880746	25.38893413	25.15956527	25.07086676	25.36395782	25.23579997	25.4110543	18.70196619	18.00741971	19.15922607	20.1106556	19.58720798	25.20314811	25.35634713	24.82043663	25.4326067	25.42657028	25.35505362	25.34653336	25.24041334	25.15975388	24.98417926	25.30672926	25.25776206	25.28980903	25.18854325	25.26370734	25.08165358
 CPD-16	4-Hydroxy-6-methyl-2-pyrone_HILPos	25.1891597	25.34880746	25.38893413	25.15956527	25.07086676	25.36395782	25.23579997	25.4110543	18.70196619	18.00741971	19.15922607	20.1106556	19.58720798	25.20314811	25.35634713	24.82043663	25.4326067	25.42657028	25.35505362	25.34653336	25.24041334	25.15975388	24.98417926	25.30672926	25.25776206	25.28980903	25.18854325	25.26370734	25.08165358
CPD-25953	4-Methylpyrimidine_HILPos	23.06060836	23.16155326	23.36129932	23.15073358	22.97499311	22.80957775	23.15140552	23.21919594	23.2625854	23.13610415	23.26496761	22.98594063	23.07537521	23.40795299	23.59293497	23.1799717	23.22045372	23.24133646	23.24777802	23.15634559	23.26232272	23.09505407	23.20695991	23.1953327	23.44956433	23.30371543	23.36368941	23.19069199	23.16221352
 CPD-25955	4-Methylpyrimidine_HILPos	23.06060836	23.16155326	23.36129932	23.15073358	22.97499311	22.80957775	23.15140552	23.21919594	23.2625854	23.13610415	23.26496761	22.98594063	23.07537521	23.40795299	23.59293497	23.1799717	23.22045372	23.24133646	23.24777802	23.15634559	23.26232272	23.09505407	23.20695991	23.1953327	23.44956433	23.30371543	23.36368941	23.19069199	23.16221352
 CPD-25954	4-Methylpyrimidine_HILPos	23.06060836	23.16155326	23.36129932	23.15073358	22.97499311	22.80957775	23.15140552	23.21919594	23.2625854	23.13610415	23.26496761	22.98594063	23.07537521	23.40795299	23.59293497	23.1799717	23.22045372	23.24133646	23.24777802	23.15634559	23.26232272	23.09505407	23.20695991	23.1953327	23.44956433	23.30371543	23.36368941	23.19069199	23.16221352
 CPD-8864	4-Methylpyrimidine_HILPos	23.06060836	23.16155326	23.36129932	23.15073358	22.97499311	22.80957775	23.15140552	23.21919594	23.2625854	23.13610415	23.26496761	22.98594063	23.07537521	23.40795299	23.59293497	23.1799717	23.22045372	23.24133646	23.24777802	23.15634559	23.26232272	23.09505407	23.20695991	23.1953327	23.44956433	23.30371543	23.36368941	23.19069199	23.16221352
CPD-23279	4`-Aminoacetanilide_HILPos	24.00570741	24.03780243	23.98965059	24.06149776	23.98398845	23.89935337	23.96108552	24.10644014	24.6186028	24.25577014	24.62810155	24.43584981	24.36077279	24.10979806	24.18019156	23.89481956	24.21274173	24.14057499	24.19510591	24.24244959	24.21375549	24.00583979	23.90416985	23.91720619	24.15016825	24.20154277	24.22181656	24.13501523	24.05175945
 CPD-19991	4`-Aminoacetanilide_HILPos	24.00570741	24.03780243	23.98965059	24.06149776	23.98398845	23.89935337	23.96108552	24.10644014	24.6186028	24.25577014	24.62810155	24.43584981	24.36077279	24.10979806	24.18019156	23.89481956	24.21274173	24.14057499	24.19510591	24.24244959	24.21375549	24.00583979	23.90416985	23.91720619	24.15016825	24.20154277	24.22181656	24.13501523	24.05175945
 CPD-12424	4`-Aminoacetanilide_HILPos	24.00570741	24.03780243	23.98965059	24.06149776	23.98398845	23.89935337	23.96108552	24.10644014	24.6186028	24.25577014	24.62810155	24.43584981	24.36077279	24.10979806	24.18019156	23.89481956	24.21274173	24.14057499	24.19510591	24.24244959	24.21375549	24.00583979	23.90416985	23.91720619	24.15016825	24.20154277	24.22181656	24.13501523	24.05175945
5-METHYLTHIOADENOSINE	5'-S-methyl-5'-thioadenosine_HILPos	25.37139415	24.59267182	24.3370678	24.72143884	26.37054477	26.88720691	23.80933414	24.3749857	27.31268804	25.7904138	27.4119155	27.66499154	27.33776207	22.40271162	21.48887434	23.0614842	23.14130254	22.86805465	20.53674609	21.92366576	21.76044417	22.47197946	20.30064646	22.34584772	23.85516203	23.57415262	23.72844445	23.49263943	23.57098845
 5-METHYLTHIOFORMYCIN	5'-S-methyl-5'-thioadenosine_HILPos	25.37139415	24.59267182	24.3370678	24.72143884	26.37054477	26.88720691	23.80933414	24.3749857	27.31268804	25.7904138	27.4119155	27.66499154	27.33776207	22.40271162	21.48887434	23.0614842	23.14130254	22.86805465	20.53674609	21.92366576	21.76044417	22.47197946	20.30064646	22.34584772	23.85516203	23.57415262	23.72844445	23.49263943	23.57098845
CPD-2205	Acetaminophen; CE0; RZVAJINKPMORJF-UHFFFAOYSA-N_HILPos	25.56267037	25.46400689	25.65340551	25.63073304	25.44675437	25.42261118	25.59598284	25.74027572	24.65801904	24.49544395	24.63991555	24.63246585	24.5752542	25.69149563	25.84228833	25.37837247	25.7591267	25.8573024	25.87587088	25.83643426	25.72134649	25.58257186	25.5358775	25.60383117	25.82128736	25.87917603	25.86396459	25.63943693	25.72719724
 D-PHENYLGLYCINE	Acetaminophen; CE0; RZVAJINKPMORJF-UHFFFAOYSA-N_HILPos	25.56267037	25.46400689	25.65340551	25.63073304	25.44675437	25.42261118	25.59598284	25.74027572	24.65801904	24.49544395	24.63991555	24.63246585	24.5752542	25.69149563	25.84228833	25.37837247	25.7591267	25.8573024	25.87587088	25.83643426	25.72134649	25.58257186	25.5358775	25.60383117	25.82128736	25.87917603	25.86396459	25.63943693	25.72719724
 CPD-15315	Acetaminophen; CE0; RZVAJINKPMORJF-UHFFFAOYSA-N_HILPos	25.56267037	25.46400689	25.65340551	25.63073304	25.44675437	25.42261118	25.59598284	25.74027572	24.65801904	24.49544395	24.63991555	24.63246585	24.5752542	25.69149563	25.84228833	25.37837247	25.7591267	25.8573024	25.87587088	25.83643426	25.72134649	25.58257186	25.5358775	25.60383117	25.82128736	25.87917603	25.86396459	25.63943693	25.72719724
 CPD-10523	Acetaminophen; CE0; RZVAJINKPMORJF-UHFFFAOYSA-N_HILPos	25.56267037	25.46400689	25.65340551	25.63073304	25.44675437	25.42261118	25.59598284	25.74027572	24.65801904	24.49544395	24.63991555	24.63246585	24.5752542	25.69149563	25.84228833	25.37837247	25.7591267	25.8573024	25.87587088	25.83643426	25.72134649	25.58257186	25.5358775	25.60383117	25.82128736	25.87917603	25.86396459	25.63943693	25.72719724
 CPD0-1408	Acetaminophen; CE0; RZVAJINKPMORJF-UHFFFAOYSA-N_HILPos	25.56267037	25.46400689	25.65340551	25.63073304	25.44675437	25.42261118	25.59598284	25.74027572	24.65801904	24.49544395	24.63991555	24.63246585	24.5752542	25.69149563	25.84228833	25.37837247	25.7591267	25.8573024	25.87587088	25.83643426	25.72134649	25.58257186	25.5358775	25.60383117	25.82128736	25.87917603	25.86396459	25.63943693	25.72719724
 CPD-12383	Acetaminophen; CE0; RZVAJINKPMORJF-UHFFFAOYSA-N_HILPos	25.56267037	25.46400689	25.65340551	25.63073304	25.44675437	25.42261118	25.59598284	25.74027572	24.65801904	24.49544395	24.63991555	24.63246585	24.5752542	25.69149563	25.84228833	25.37837247	25.7591267	25.8573024	25.87587088	25.83643426	25.72134649	25.58257186	25.5358775	25.60383117	25.82128736	25.87917603	25.86396459	25.63943693	25.72719724
 CPD-1041	Acetaminophen; CE0; RZVAJINKPMORJF-UHFFFAOYSA-N_HILPos	25.56267037	25.46400689	25.65340551	25.63073304	25.44675437	25.42261118	25.59598284	25.74027572	24.65801904	24.49544395	24.63991555	24.63246585	24.5752542	25.69149563	25.84228833	25.37837247	25.7591267	25.8573024	25.87587088	25.83643426	25.72134649	25.58257186	25.5358775	25.60383117	25.82128736	25.87917603	25.86396459	25.63943693	25.72719724
 CPD-16546	Acetaminophen; CE0; RZVAJINKPMORJF-UHFFFAOYSA-N_HILPos	25.56267037	25.46400689	25.65340551	25.63073304	25.44675437	25.42261118	25.59598284	25.74027572	24.65801904	24.49544395	24.63991555	24.63246585	24.5752542	25.69149563	25.84228833	25.37837247	25.7591267	25.8573024	25.87587088	25.83643426	25.72134649	25.58257186	25.5358775	25.60383117	25.82128736	25.87917603	25.86396459	25.63943693	25.72719724
 CPD-7669	Acetaminophen; CE0; RZVAJINKPMORJF-UHFFFAOYSA-N_HILPos	25.56267037	25.46400689	25.65340551	25.63073304	25.44675437	25.42261118	25.59598284	25.74027572	24.65801904	24.49544395	24.63991555	24.63246585	24.5752542	25.69149563	25.84228833	25.37837247	25.7591267	25.8573024	25.87587088	25.83643426	25.72134649	25.58257186	25.5358775	25.60383117	25.82128736	25.87917603	25.86396459	25.63943693	25.72719724
 R-MANDELAMIDE	Acetaminophen; CE0; RZVAJINKPMORJF-UHFFFAOYSA-N_HILPos	25.56267037	25.46400689	25.65340551	25.63073304	25.44675437	25.42261118	25.59598284	25.74027572	24.65801904	24.49544395	24.63991555	24.63246585	24.5752542	25.69149563	25.84228833	25.37837247	25.7591267	25.8573024	25.87587088	25.83643426	25.72134649	25.58257186	25.5358775	25.60383117	25.82128736	25.87917603	25.86396459	25.63943693	25.72719724
BETAINE	Betaine; CE30; CE10; KWIUHFFTVRNATP-UHFFFAOYSA-N_HILPos	33.93892913	34.14435904	34.06695393	34.05078438	33.88754237	34.18383581	34.04111279	34.06224778	34.60793636	34.54851138	34.68740997	34.68925219	34.75112883	34.08254703	34.18076558	33.94163617	34.11455491	34.16923342	34.1271897	34.09134361	34.07079243	33.90921627	33.95649691	33.9999065	34.16605293	34.18713254	34.24375301	34.08512424	34.07151504
 L-2-AMINOPENTANOIC-ACID	Betaine; CE30; CE10; KWIUHFFTVRNATP-UHFFFAOYSA-N_HILPos	33.93892913	34.14435904	34.06695393	34.05078438	33.88754237	34.18383581	34.04111279	34.06224778	34.60793636	34.54851138	34.68740997	34.68925219	34.75112883	34.08254703	34.18076558	33.94163617	34.11455491	34.16923342	34.1271897	34.09134361	34.07079243	33.90921627	33.95649691	33.9999065	34.16605293	34.18713254	34.24375301	34.08512424	34.07151504
 CPD-26407	Betaine; CE30; CE10; KWIUHFFTVRNATP-UHFFFAOYSA-N_HILPos	33.93892913	34.14435904	34.06695393	34.05078438	33.88754237	34.18383581	34.04111279	34.06224778	34.60793636	34.54851138	34.68740997	34.68925219	34.75112883	34.08254703	34.18076558	33.94163617	34.11455491	34.16923342	34.1271897	34.09134361	34.07079243	33.90921627	33.95649691	33.9999065	34.16605293	34.18713254	34.24375301	34.08512424	34.07151504
 5-AMINOPENTANOATE	Betaine; CE30; CE10; KWIUHFFTVRNATP-UHFFFAOYSA-N_HILPos	33.93892913	34.14435904	34.06695393	34.05078438	33.88754237	34.18383581	34.04111279	34.06224778	34.60793636	34.54851138	34.68740997	34.68925219	34.75112883	34.08254703	34.18076558	33.94163617	34.11455491	34.16923342	34.1271897	34.09134361	34.07079243	33.90921627	33.95649691	33.9999065	34.16605293	34.18713254	34.24375301	34.08512424	34.07151504
 CPD-8140	Betaine; CE30; CE10; KWIUHFFTVRNATP-UHFFFAOYSA-N_HILPos	33.93892913	34.14435904	34.06695393	34.05078438	33.88754237	34.18383581	34.04111279	34.06224778	34.60793636	34.54851138	34.68740997	34.68925219	34.75112883	34.08254703	34.18076558	33.94163617	34.11455491	34.16923342	34.1271897	34.09134361	34.07079243	33.90921627	33.95649691	33.9999065	34.16605293	34.18713254	34.24375301	34.08512424	34.07151504
 CPD-23269	Betaine; CE30; CE10; KWIUHFFTVRNATP-UHFFFAOYSA-N_HILPos	33.93892913	34.14435904	34.06695393	34.05078438	33.88754237	34.18383581	34.04111279	34.06224778	34.60793636	34.54851138	34.68740997	34.68925219	34.75112883	34.08254703	34.18076558	33.94163617	34.11455491	34.16923342	34.1271897	34.09134361	34.07079243	33.90921627	33.95649691	33.9999065	34.16605293	34.18713254	34.24375301	34.08512424	34.07151504
 CPD-3642	Betaine; CE30; CE10; KWIUHFFTVRNATP-UHFFFAOYSA-N_HILPos	33.93892913	34.14435904	34.06695393	34.05078438	33.88754237	34.18383581	34.04111279	34.06224778	34.60793636	34.54851138	34.68740997	34.68925219	34.75112883	34.08254703	34.18076558	33.94163617	34.11455491	34.16923342	34.1271897	34.09134361	34.07079243	33.90921627	33.95649691	33.9999065	34.16605293	34.18713254	34.24375301	34.08512424	34.07151504
 CPD-6142	Betaine; CE30; CE10; KWIUHFFTVRNATP-UHFFFAOYSA-N_HILPos	33.93892913	34.14435904	34.06695393	34.05078438	33.88754237	34.18383581	34.04111279	34.06224778	34.60793636	34.54851138	34.68740997	34.68925219	34.75112883	34.08254703	34.18076558	33.94163617	34.11455491	34.16923342	34.1271897	34.09134361	34.07079243	33.90921627	33.95649691	33.9999065	34.16605293	34.18713254	34.24375301	34.08512424	34.07151504
 CPD-124	Betaine; CE30; CE10; KWIUHFFTVRNATP-UHFFFAOYSA-N_HILPos	33.93892913	34.14435904	34.06695393	34.05078438	33.88754237	34.18383581	34.04111279	34.06224778	34.60793636	34.54851138	34.68740997	34.68925219	34.75112883	34.08254703	34.18076558	33.94163617	34.11455491	34.16923342	34.1271897	34.09134361	34.07079243	33.90921627	33.95649691	33.9999065	34.16605293	34.18713254	34.24375301	34.08512424	34.07151504
 VAL	Betaine; CE30; CE10; KWIUHFFTVRNATP-UHFFFAOYSA-N_HILPos	33.93892913	34.14435904	34.06695393	34.05078438	33.88754237	34.18383581	34.04111279	34.06224778	34.60793636	34.54851138	34.68740997	34.68925219	34.75112883	34.08254703	34.18076558	33.94163617	34.11455491	34.16923342	34.1271897	34.09134361	34.07079243	33.90921627	33.95649691	33.9999065	34.16605293	34.18713254	34.24375301	34.08512424	34.07151504
 CPD-25455	Betaine; CE30; CE10; KWIUHFFTVRNATP-UHFFFAOYSA-N_HILPos	33.93892913	34.14435904	34.06695393	34.05078438	33.88754237	34.18383581	34.04111279	34.06224778	34.60793636	34.54851138	34.68740997	34.68925219	34.75112883	34.08254703	34.18076558	33.94163617	34.11455491	34.16923342	34.1271897	34.09134361	34.07079243	33.90921627	33.95649691	33.9999065	34.16605293	34.18713254	34.24375301	34.08512424	34.07151504
CPD0-2013	Crotonoside_HILPos	23.27285289	24.6441361	24.24552552	22.71271243	24.0562209	24.41222251	23.90405884	23.24711564	28.56385951	27.92278052	28.10618481	27.6622855	28.25506378	22.54245658	22.15355001	28.42444747	23.27560001	20.89550644	20.02192046	20.99191244	19.83419836	25.66337131	25.4522383	25.729498	23.58038264	23.74380454	23.39659328	24.80190719	23.7483351
 CPD0-2086	Crotonoside_HILPos	23.27285289	24.6441361	24.24552552	22.71271243	24.0562209	24.41222251	23.90405884	23.24711564	28.56385951	27.92278052	28.10618481	27.6622855	28.25506378	22.54245658	22.15355001	28.42444747	23.27560001	20.89550644	20.02192046	20.99191244	19.83419836	25.66337131	25.4522383	25.729498	23.58038264	23.74380454	23.39659328	24.80190719	23.7483351
 GUANOSINE	Crotonoside_HILPos	23.27285289	24.6441361	24.24552552	22.71271243	24.0562209	24.41222251	23.90405884	23.24711564	28.56385951	27.92278052	28.10618481	27.6622855	28.25506378	22.54245658	22.15355001	28.42444747	23.27560001	20.89550644	20.02192046	20.99191244	19.83419836	25.66337131	25.4522383	25.729498	23.58038264	23.74380454	23.39659328	24.80190719	23.7483351
 CPD-15142	Crotonoside_HILPos	23.27285289	24.6441361	24.24552552	22.71271243	24.0562209	24.41222251	23.90405884	23.24711564	28.56385951	27.92278052	28.10618481	27.6622855	28.25506378	22.54245658	22.15355001	28.42444747	23.27560001	20.89550644	20.02192046	20.99191244	19.83419836	25.66337131	25.4522383	25.729498	23.58038264	23.74380454	23.39659328	24.80190719	23.7483351
 CPD-12381	Crotonoside_HILPos	23.27285289	24.6441361	24.24552552	22.71271243	24.0562209	24.41222251	23.90405884	23.24711564	28.56385951	27.92278052	28.10618481	27.6622855	28.25506378	22.54245658	22.15355001	28.42444747	23.27560001	20.89550644	20.02192046	20.99191244	19.83419836	25.66337131	25.4522383	25.729498	23.58038264	23.74380454	23.39659328	24.80190719	23.7483351
PANTOTHENATE	D-Pantothenic Acid_HILPos	29.11001938	29.17535249	29.15265921	29.23158281	29.04602457	28.98045233	29.18138726	29.29537792	28.6485449	28.5731401	28.66729593	28.73938918	28.61064358	29.21233877	29.36118488	28.74928551	29.22237335	29.33672983	29.32515059	29.28729705	29.2947055	29.25377018	29.18000925	29.24163447	29.47573459	29.41647481	29.41323302	29.33899788	29.30272035
 CPD-22851	D-Pantothenic Acid_HILPos	29.11001938	29.17535249	29.15265921	29.23158281	29.04602457	28.98045233	29.18138726	29.29537792	28.6485449	28.5731401	28.66729593	28.73938918	28.61064358	29.21233877	29.36118488	28.74928551	29.22237335	29.33672983	29.32515059	29.28729705	29.2947055	29.25377018	29.18000925	29.24163447	29.47573459	29.41647481	29.41323302	29.33899788	29.30272035
CPD-23483	Diethyl-phthalate_HILPos	24.17018806	24.56419559	24.43025881	24.48791567	24.31885245	24.01916526	24.50462439	24.38395245	22.6077139	22.32249077	22.29586781	23.03387431	21.86795211	24.68964141	24.70777512	24.17357192	24.63395273	24.62904371	24.57579212	24.56296133	24.55053807	24.11413234	24.49583359	24.56261637	24.56012143	24.6555368	24.6907125	24.63618484	24.74510602
 CPD-9875	Diethyl-phthalate_HILPos	24.17018806	24.56419559	24.43025881	24.48791567	24.31885245	24.01916526	24.50462439	24.38395245	22.6077139	22.32249077	22.29586781	23.03387431	21.86795211	24.68964141	24.70777512	24.17357192	24.63395273	24.62904371	24.57579212	24.56296133	24.55053807	24.11413234	24.49583359	24.56261637	24.56012143	24.6555368	24.6907125	24.63618484	24.74510602
CPD0-2276	DL-3-Aminoisobutyric acid_HILPos	25.25029156	24.95825937	24.91515426	24.96950245	25.18337359	25.28891429	25.31354443	25.39140337	24.98305619	24.7003661	24.95549974	24.57574171	25.00090959	25.3772632	25.50746974	25.00859328	25.41962909	25.55867108	25.42414107	25.45347863	25.43639456	25.36584044	25.14480675	25.35502029	24.91964459	25.47279682	25.38918736	25.49363795	25.25188959
 CPD-19042	DL-3-Aminoisobutyric acid_HILPos	25.25029156	24.95825937	24.91515426	24.96950245	25.18337359	25.28891429	25.31354443	25.39140337	24.98305619	24.7003661	24.95549974	24.57574171	25.00090959	25.3772632	25.50746974	25.00859328	25.41962909	25.55867108	25.42414107	25.45347863	25.43639456	25.36584044	25.14480675	25.35502029	24.91964459	25.47279682	25.38918736	25.49363795	25.25188959
 CPD-24435	DL-3-Aminoisobutyric acid_HILPos	25.25029156	24.95825937	24.91515426	24.96950245	25.18337359	25.28891429	25.31354443	25.39140337	24.98305619	24.7003661	24.95549974	24.57574171	25.00090959	25.3772632	25.50746974	25.00859328	25.41962909	25.55867108	25.42414107	25.45347863	25.43639456	25.36584044	25.14480675	25.35502029	24.91964459	25.47279682	25.38918736	25.49363795	25.25188959
 CPD-4748	DL-3-Aminoisobutyric acid_HILPos	25.25029156	24.95825937	24.91515426	24.96950245	25.18337359	25.28891429	25.31354443	25.39140337	24.98305619	24.7003661	24.95549974	24.57574171	25.00090959	25.3772632	25.50746974	25.00859328	25.41962909	25.55867108	25.42414107	25.45347863	25.43639456	25.36584044	25.14480675	25.35502029	24.91964459	25.47279682	25.38918736	25.49363795	25.25188959
